 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	      	    	  	  	    Title",Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
Natural Energy Laboratory of Hawaii Authority (NELHA) - Aquion Energy,Electro-chemical,Sodium based Battery,Sodium-ion Battery,Operational,The Natural Energy Laboratory of Hawaii Authority (NELHA) and Sandia National Laboratories (SNL) have been working together to bring online and evaluate the first of three ESS systems to be installed at NELHA’s new energy storage test bed. The 21.9 kWh M100 battery module by Aquion Energy Inc. was installed in March 2015 by Hawaii Island based Renewable Energy Services.,10,20,0,,"Microgrid Capability, Renewables Capacity Firming, ",Kailua-Kona,Hawaii,United States,,DD.05.YYYY,DD.03.YYYY,,N/A,Hawaiian Electric Company,Investor Owned,,,15,,0,0,NELHA,NELHA administers the world&#039;s premier energy and ocean technology park.,DD.12.YYYY 01:12:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Alliant Energy - Solar Demonstration Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Researching the latest solar technologies and how effectively they operate in Wisconsin’s climate will be the primary focus of a large demonstration project Alliant Energy announced today. The company has plans to install more than three dozen unique renewable energy features over the next few years as part of a solar lab on the grounds of its headquarters in Madison, WI.   Phase one of the project includes several ground-level and building-mounted solar panels, solar parking canopies covering nearly 50 parking spaces, 13 electric vehicle charging stations, solar café tables and a battery energy storage system.",30,43,0,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, ",Madison,Wisconsin,United States,DD.06.YYYY,DD.01.YYYY,DD.08.YYYY,,N/A,Alliant Energy,Investor Owned,,,20,,5000000,0,Electric Power Research Institute (EPRI),"The Electric Power Research Institute, Inc. conducts research, development and demonstration (RD&amp;D) relating to the generation, delivery and use of electricity for the benefit of the public.",DD.42.YYYY 22:42:24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6 MW / 10 MWh Molokai Island Energy - Phase One,Electro-chemical,Electro-chemical,Electro-chemical,Announced,Ikehu Molokai phase one involves a major solar energy farm paired with a battery storage system near Maui Electric Co.’s existing power plant.,6000,21.1443935,-157.02,,"Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",Molokai,Hawaii,United States,01.05.2015,,,,N/A,Maui Electric Company (MECO),,,Princeton Energy Group,20,,0,0,,,DD.18.YYYY 21:18:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,
MVLA High School District - Mountain View HS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks has installed intelligent energy storage and electric vehicle charging stations at Mountain View Los Altos High School District in California. The equipment and installation was financed by Green Charge and provided without cost to the district. Intelligent energy storage uses lithium-ion batteries and sophisticated software to help the school district reduce their peak demand charges, which can account for up to 50 percent of their electricity bill.",200,37,0,,"Demand Response, Electric Bill Management, ",Mountain View,California,United States,,DD.08.YYYY,DD.06.YYYY,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,Green Charge Networks,10,,0,0,,,DD.14.YYYY 18:14:24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gardner Community Center Grid Resiliency with JuiceBox Energy Storage System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"JuiceBox advanced energy storage system DC-coupled to rooftop PV for emergency back-up and peak shifting.  The Gardner Community Center hosts after school programs, senior citizen lunches and other neighborhood functions.  It is counted by the community center and will be a gathering place in time of grid failure.",6,37,0,,"Electric Bill Management with Renewables, Grid-Connected Commercial (Reliability &amp; Quality), Renewables Energy Time Shift, Resiliency, ",San Jose,California,United States,,DD.07.YYYY,DD.07.YYYY,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,,12,"6kWh daily peak-shift, over 98% availability for back-up power",0,0,,,DD.16.YYYY 00:16:44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
20 Pacifica Irvine Co - AMS Hybrid-Electric Building,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"Irvine Company recently announced plans to have energy-storing battery systems – about the size of a few parking spaces – installed at many of its office properties, starting with 20 Pacifica, a 15-story office tower along I-405 in Irvine.  The company is partnering with San Francisco-based Advanced Microgrid Solutions to install the systems portfolio-wide. Irvine Co. has more than 500 buildings, which encompass nearly 40 million square feet.  Southern California Edison will monitor the energy storage systems and draw energy in high-demand situations. The systems are expected to cut the buildings’ use of peak energy by 25 percent, lowering the company’s power bills.",250,34,0,,"Electric Bill Management, Electric Energy Time Shift, Microgrid Capability, Resiliency, ",Irvine,California,United States,DD.10.YYYY,DD.12.YYYY,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,Advanced Microgrid Solutions (AMS),0,,0,0,,,DD.02.YYYY 22:02:09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
49er Stadium Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.",30,37,0,,"Electric Bill Management, Electric Energy Time Shift, ",Santa Clara,California,United States,,DD.05.YYYY,DD.11.YYYY,,CAISO,Silicon Valley Power,Public Owned,Secondary Distribution,Green Charge Networks,10,N/A,0,0,,,DD.30.YYYY 18:30:31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Green Charge Networks (43rd Street Site 1),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage at UPS&#039; downtown Manhattan manufacturing facility.  Under the financed model, Green Charge Networks shares in the demand charge savings that UPS realizes monthly on their energy bills.  The model provides UPS a zero-down, no cost turnkey energy storage solution for managing demand charges of their facility.  This site was one of Green Charge&#039;s first demonstration sites in New York City, funded in part under the U.S. DOE&#039;s Smart Grid Demonstration Program.",27,41,0,,"Electric Bill Management, Electric Energy Time Shift, ",New York,New York,United States,,DD.11.YYYY,,,NYISO,Con Edison of New York,Investor Owned,Secondary Distribution,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Green Charge Networks (43rd Street Site 2),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage at UPS&#039; downtown Manhattan manufacturing facility.  Under the financed model, Green Charge Networks shares in the demand charge savings that UPS realizes monthly on their energy bills.  The model provides UPS a zero-down, no cost turnkey energy storage solution for managing demand charges of their facility.  This site was one of Green Charge&#039;s first demonstration sites in New York City, funded in part under the U.S. DOE&#039;s Smart Grid Demonstration Program.",27,41,0,,"Electric Bill Management, Electric Energy Time Shift, ",New York,New York,United States,,DD.11.YYYY,,,NYISO,Con Edison of New York,Investor Owned,Secondary Distribution,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Green Charge Networks (43rd Street Site 3),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage at UPS&#039; downtown Manhattan manufacturing facility.  Under the financed model, Green Charge Networks shares in the demand charge savings that UPS realizes monthly on their energy bills.  The model provides UPS a zero-down, no cost turnkey energy storage solution for managing demand charges of their facility.  This site was one of Green Charge&#039;s first demonstration sites in New York City, funded in part under the U.S. DOE&#039;s Smart Grid Demonstration Program.",27,41,0,,"Electric Bill Management, Electric Energy Time Shift, ",New York,New York,United States,,DD.11.YYYY,,,NYISO,Con Edison of New York,Investor Owned,Secondary Distribution,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BMCC Urban Electric 100 kW New York,Electro-chemical,Electro-chemical,Zinc Manganese Dioxide Battery,Announced,"Urban Electric&#039;s 100 kW of energy storage, along with the data center, are moving up to the penthouse floor of Borough of Manhattan Community College, taking up the space of two former classrooms that together sat about 700 students a day. Along with a 300 kW solar array soon to arrive on the roof, the batteries will contribute to slimming the campus&#039;s carbon by 12 tons a year. Moreover, the solar panels and batteries are expected to net the school $54,000 a year through lower electricity bills and participation in demand-response programs with Con Edison.",100,40.7127837,-74.01,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",New York City,New York,United States,19.11.2014,,,,NYISO,Con Edison,Investor Owned,,,0,N/A,0,0,,,DD.29.YYYY 21:29:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
Ice Energy procurement from SCE&#039;s November 2014 LCR: 25.6 MW,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Contracted,"Ice Energy has been awarded 16 contracts from Southern California Edison (SCE) to provide 25.6 MW of behind-the-meter thermal energy storage using Ice Energy’s proprietary Ice Bear system.  Ice Energy was one of 3 providers selected in the behind-the-meter energy storage category, which was part of an energy storage procurement by SCE that was significantly larger than the minimum mandated by the California Public Utility Commission (CPUC).  The contract resulted from an open and competitive process under SCE’s Local Capacity Requirements (LCR) RFO. The goals of the LCR RFO and California’s Storage Act Mandates are to optimize grid reliability, support renewables integration to meet the 2020 portfolio standards, and support the goal of reducing greenhouse gas emissions to 20% of 1990 levels by 2050.  Ice Energy’s product, the Ice Bear, attaches to one or more standard 5-20 ton commercial AC units. The Ice Bear freezes ice at night when demand for power is low, capacity is abundant and increasingly sourced from renewables such as wind power. Then during the day, stored ice is used to provide cooling, instead of the power-intensive AC compressor. Ice Bears are deployed in smart-grid enabled, megawatt-scale fleets, and each Ice Bear can reduce harmful CO2 emissions by up to 10 tons per year. Installation is as quick as deploying a standard AC system.",25600,34.0522342,-118.24,,"Electric Bill Management, Electric Energy Time Shift, Renewables Energy Time Shift, ",Los Angeles,California,United States,05.11.2014,,,,CAISO,Southern California Edison,Investor Owned,,,20,,0,0,,,DD.46.YYYY 02:46:35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
AMS 50 MW Hybrid-Electric Buildings,Electro-chemical,Electro-chemical,Electro-chemical,Contracted,"Advanced Microgrid Solutions (AMS) announced today that the company has been awarded a 50 MW contract by Southern California Edison (SCE) to develop the first grid-scale fleet of Hybrid-Electric Buildings in the world.  AMS&#039;s Hybrid-Electric Building project is a cutting-edge initiative to install advanced energy storage systems in commercial and industrial buildings to provide large-scale grid support to utilities. Equipped individual buildings with state-of-the-art battery technology and advanced energy management software enables the building load to be shifted from electric grid to battery power during peak demand periods. Hybrid-electric buildings are then aggregated into &quot;fleets&quot; and operated as a single resource, allowing SCE to shift the entire fleet of buildings to stored energy when grid resources are strained.  The first 10 MW Hybrid-Electric Building project will be installed in Irvine, California and will be completed in Q4 of 2016.",50000,34.0522342,-118.24,,"Electric Energy Time Shift, ",Los Angeles,California,United States,05.11.2014,,,,CAISO,Southern California Edison,Investor Owned,,,0,,0,0,,,DD.34.YYYY 00:34:39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stem 85 MW Western Los Angeles Basin,Electro-chemical,Electro-chemical,Electro-chemical,Contracted,"Stem, Inc. has been awarded 85 MW in the local capacity procurement from Southern California Edison (SCE). Under the terms of this multi-year agreement, Stem will deploy its advanced, behind-the-meter energy storage solution at customer locations in the Western Los Angeles Basin to act as dispatchable capacity to enhance the local reliability of the region.  Through the combination of reliable storage and a proprietary software platform, Stem empowers customers to more efficiently monitor and manage energy use while providing additional capacity to SCE. The Stem Zero financing program, backed by more than $100M in funding, enables immediate energy savings with no upfront cost.",85000,34.0522342,-118.24,,"Electric Bill Management, Electric Energy Time Shift, Electric Supply Capacity, Grid-Connected Residential (Reliability), ",Los Angeles,California,United States,05.11.2014,,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,"Stem, Inc.",0,,0,0,,,DD.49.YYYY 02:49:56,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
